policy,lambda,replica,seed,duration,warmup,mu0,mu1,mu2,X,E_R,E_TQ,E_N,U0,U1,U2,n_arrived,n_after_warmup,n_completed,drop_prob
round_robin,2.7,8,1008,5000.0,500.0,1.0,1.0,1.0,2.7217777777777776,8.74692427542312,7.730354558376191,23.810145047702026,0.919124045392084,0.9251007583677278,0.9238509368132054,13636,12271,12271,0.0
round_robin,2.7,9,1009,5000.0,500.0,1.0,1.0,1.0,2.6546666666666665,5.960151007046795,4.9665376099324,15.80528614279706,0.8867434028091802,0.8794452707362925,0.8684947949219698,13244,11952,11952,0.0
round_robin,2.7,10,1010,5000.0,500.0,1.0,1.0,1.0,2.7031111111111112,6.265268497148303,5.265576122588236,16.931802208221058,0.9056422462006186,0.8779927236356123,0.918583481519494,13483,12146,12146,0.0
shortest_queue,0.6,1,1001,5000.0,500.0,1.0,1.0,1.0,0.5877777777777777,1.0259506323248813,0.01401570931364108,0.6027219592753955,0.1932143034637672,0.20706488918263277,0.19420152955257458,2904,2646,2646,0.0
shortest_queue,0.6,2,1002,5000.0,500.0,1.0,1.0,1.0,0.5973333333333334,1.0180280256495222,0.024348804553184417,0.6081020739879814,0.1903754854138247,0.20901941282662453,0.19416282316109665,2976,2688,2688,0.0
shortest_queue,0.6,3,1003,5000.0,500.0,1.0,1.0,1.0,0.5902222222222222,1.0273073292648973,0.019169940793386613,0.6062851319757715,0.19735632618337423,0.19432902939503002,0.20322839663710343,2948,2653,2653,0.0
shortest_queue,0.6,4,1004,5000.0,500.0,1.0,1.0,1.0,0.5906666666666667,1.0169210756747968,0.02539149468183164,0.6011696162558975,0.19621733654817733,0.18519185034555818,0.20476251983676017,2922,2658,2658,0.0
shortest_queue,0.6,5,1005,5000.0,500.0,1.0,1.0,1.0,0.6086666666666667,0.9820673592178049,0.016478020391790877,0.5976588595934489,0.19700279737586737,0.19515365418813943,0.19547644806661466,3069,2738,2738,0.0
shortest_queue,0.6,6,1006,5000.0,500.0,1.0,1.0,1.0,0.6042222222222222,1.0352797032927534,0.03048320852208516,0.6257042708549778,0.20253509799870043,0.2075639431493541,0.19719337175958396,3023,2718,2718,0.0
shortest_queue,0.6,7,1007,5000.0,500.0,1.0,1.0,1.0,0.6106666666666667,1.0001726873258319,0.017724363766978373,0.610772121060308,0.20190875835237804,0.20492371373531326,0.1931159708322485,3044,2748,2748,0.0
shortest_queue,0.6,8,1008,5000.0,500.0,1.0,1.0,1.0,0.5931111111111111,1.0320027994219032,0.02204841215818453,0.61059954566929,0.19382346383320095,0.2061439756743479,0.19798227710992014,3006,2673,2673,0.0
